IdConfigZonaMapa,Agente,TopeCuenta,Ejercicio,Quincena
647.0,E052442,80.0,2022,13
647.0,E002007,80.0,2022,13
647.0,E001629,80.0,2022,13
647.0,E056617,80.0,2022,13
647.0,E004558,80.0,2022,13
647.0,E004513,80.0,2022,13
184.0,E002797,100.0,2022,6
184.0,E002626,100.0,2022,6
184.0,E002470,100.0,2022,6
183.0,E000258,100.0,2022,6
185.0,E062012,70.0,2022,6
188.0,E001909,70.0,2022,6
188.0,E003068,70.0,2022,6
188.0,E002842,70.0,2022,6
205.0,E053311,100.0,2022,6
205.0,E059504,100.0,2022,6
205.0,E059302,100.0,2022,6
208.0,E000640,100.0,2022,6
208.0,E055309,100.0,2022,6
208.0,E027690,100.0,2022,6
208.0,E002218,100.0,2022,6
208.0,E000790,100.0,2022,6
208.0,E002099,100.0,2022,6
208.0,E002440,100.0,2022,6
208.0,E060191,100.0,2022,6
208.0,E059464,100.0,2022,6
208.0,E003112,100.0,2022,6
208.0,E002174,100.0,2022,6
208.0,E003094,100.0,2022,6
208.0,E003252,100.0,2022,6
208.0,E001500,100.0,2022,6
208.0,E056617,100.0,2022,6
208.0,E057992,100.0,2022,6
208.0,E000119,100.0,2022,6
208.0,E000579,100.0,2022,6
208.0,E001420,100.0,2022,6
208.0,E000533,100.0,2022,6
212.0,E001975,70.0,2022,6
212.0,E000838,70.0,2022,6
212.0,E040933,70.0,2022,6
212.0,E003232,70.0,2022,6
212.0,E001178,70.0,2022,6
212.0,E007335,70.0,2022,6
222.0,E061627,100.0,2022,7
222.0,E000531,100.0,2022,7
222.0,E003072,100.0,2022,7
244.0,E003667,100.0,2022,7
249.0,E038709,70.0,2022,7
249.0,E059073,70.0,2022,7
251.0,E058192,70.0,2022,7
251.0,E057389,70.0,2022,7
251.0,E062377,70.0,2022,7
251.0,E002098,70.0,2022,7
252.0,E002283,100.0,2022,7
252.0,E001588,100.0,2022,7
252.0,E002874,100.0,2022,7
252.0,E002449,100.0,2022,7
252.0,E003416,100.0,2022,7
253.0,E002626,100.0,2022,7
491.0,E059073,80.0,2022,10
550.0,E061352,120.0,2022,11
254.0,E001495,100.0,2022,7
254.0,E049566,100.0,2022,7
254.0,E054609,100.0,2022,7
259.0,E001909,70.0,2022,7
259.0,E003068,70.0,2022,7
259.0,E002842,70.0,2022,7
234.0,E002007,70.0,2022,7
262.0,E000049,100.0,2022,7
262.0,E060230,100.0,2022,7
262.0,E014423,100.0,2022,7
262.0,E002877,100.0,2022,7
262.0,E002883,100.0,2022,7
262.0,E041528,100.0,2022,7
262.0,E002905,100.0,2022,7
262.0,E002769,100.0,2022,7
262.0,E002773,100.0,2022,7
262.0,E002607,100.0,2022,7
262.0,E001650,100.0,2022,7
550.0,E030050,120.0,2022,11
554.0,E059073,120.0,2022,11
554.0,E003792,120.0,2022,11
616.0,E059097,150.0,2022,13
647.0,E057604,80.0,2022,13
650.0,E001668,150.0,2022,13
662.0,E004995,150.0,2022,14
663.0,E005193,120.0,2022,14
663.0,E004308,120.0,2022,14
663.0,E005076,120.0,2022,14
663.0,E000258,120.0,2022,14
663.0,E005149,120.0,2022,14
663.0,E002713,120.0,2022,14
664.0,E003771,120.0,2022,14
664.0,E003895,120.0,2022,14
664.0,E062280,120.0,2022,14
667.0,E002874,120.0,2022,14
667.0,E001588,120.0,2022,14
667.0,E002085,120.0,2022,14
667.0,E062568,120.0,2022,14
669.0,E059582,80.0,2022,14
669.0,E001279,80.0,2022,14
672.0,E002104,80.0,2022,14
675.0,E003471,150.0,2022,14
675.0,E059097,150.0,2022,14
675.0,E003125,150.0,2022,14
675.0,E001780,150.0,2022,14
676.0,E053311,80.0,2022,14
676.0,E059302,80.0,2022,14
678.0,E001909,80.0,2022,14
680.0,E061352,150.0,2022,14
681.0,E002960,120.0,2022,14
681.0,E030050,120.0,2022,14
683.0,E004360,80.0,2022,14
684.0,E059073,120.0,2022,14
686.0,E004581,150.0,2022,14
689.0,E053890,150.0,2022,14
688.0,E004444,120.0,2022,14
688.0,E058192,120.0,2022,14
688.0,E001073,120.0,2022,14
688.0,E004562,120.0,2022,14
688.0,E001288,120.0,2022,14
688.0,E002498,120.0,2022,14
688.0,E001472,120.0,2022,14
690.0,E054609,120.0,2022,14
690.0,E001680,120.0,2022,14
690.0,E004914,120.0,2022,14
690.0,E003647,120.0,2022,14
693.0,E004385,120.0,2022,14
693.0,E002098,120.0,2022,14
696.0,E052818,80.0,2022,14
696.0,E054510,80.0,2022,14
696.0,E005699,80.0,2022,14
697.0,E059488,80.0,2022,14
698.0,E003818,80.0,2022,14
702.0,E002417,80.0,2022,14
702.0,E004312,80.0,2022,14
702.0,E004451,80.0,2022,14
703.0,E003784,80.0,2022,14
703.0,E052442,80.0,2022,14
703.0,E003573,80.0,2022,14
703.0,E004513,80.0,2022,14
703.0,E001629,80.0,2022,14
703.0,E056617,80.0,2022,14
703.0,E057604,80.0,2022,14
704.0,E002123,120.0,2022,14
704.0,E055309,120.0,2022,14
704.0,E027690,120.0,2022,14
704.0,E004275,120.0,2022,14
704.0,E004469,120.0,2022,14
704.0,E000790,120.0,2022,14
704.0,E003629,120.0,2022,14
704.0,E000706,120.0,2022,14
704.0,E059464,120.0,2022,14
704.0,E000536,120.0,2022,14
704.0,E003094,120.0,2022,14
704.0,E060191,120.0,2022,14
704.0,E000579,120.0,2022,14
704.0,E055602,120.0,2022,14
708.0,E054609,120.0,2022,15
708.0,E004914,120.0,2022,15
709.0,E005163,130.0,2022,15
710.0,E005193,120.0,2022,15
713.0,E003895,150.0,2022,15
844.0,E004385,120.0,2022,16
851.0,E004581,150.0,2022,17
855.0,E003428,120.0,2022,17
855.0,E000838,120.0,2022,17
855.0,E003625,120.0,2022,17
855.0,E003629,120.0,2022,17
855.0,E033393,120.0,2022,17
855.0,E058710,120.0,2022,17
860.0,E059582,80.0,2022,17
860.0,E000258,80.0,2022,17
867.0,E031486,150.0,2022,17
867.0,E004347,150.0,2022,17
872.0,E001668,80.0,2022,17
880.0,E062469,150.0,2022,17
880.0,E001073,150.0,2022,17
880.0,E004444,150.0,2022,17
880.0,E001288,150.0,2022,17
880.0,E002498,150.0,2022,17
