IdConfigZonaMapa,Agente,TopeCuenta,Ejercicio,Quincena
880.0,E001472,150.0,2022,17
892.0,E003818,80.0,2022,17
916.0,E004002,80.0,2022,18
916.0,E003604,80.0,2022,18
918.0,E000772,80.0,2022,18
918.0,E061209,80.0,2022,18
924.0,E030050,120.0,2022,18
927.0,E059073,120.0,2022,18
926.0,E001032,150.0,2022,18
928.0,E062568,120.0,2022,18
928.0,E001588,120.0,2022,18
928.0,E002874,120.0,2022,18
928.0,E004953,120.0,2022,18
928.0,E002085,120.0,2022,18
932.0,E002470,120.0,2022,18
934.0,E005478,80.0,2022,18
934.0,E003068,80.0,2022,18
935.0,E004347,150.0,2022,18
935.0,E031486,150.0,2022,18
937.0,E059302,120.0,2022,18
937.0,E003870,120.0,2022,18
937.0,E002225,120.0,2022,18
937.0,E002935,120.0,2022,18
937.0,E049566,120.0,2022,18
942.0,E002488,150.0,2022,18
906.0,E003895,120.0,2022,18
906.0,E003771,120.0,2022,18
909.0,E059582,80.0,2022,18
909.0,E000258,80.0,2022,18
909.0,E002104,80.0,2022,18
945.0,E058710,120.0,2022,18
945.0,E000838,120.0,2022,18
945.0,E003428,120.0,2022,18
945.0,E003625,120.0,2022,18
945.0,E033393,120.0,2022,18
914.0,E059097,150.0,2022,18
914.0,E001780,150.0,2022,18
915.0,E003773,120.0,2022,18
915.0,E001889,120.0,2022,18
208.0,E002919,100.0,2022,6
208.0,E003290,100.0,2022,6
219.0,E000258,100.0,2022,7
220.0,E059097,100.0,2022,7
221.0,E003487,100.0,2022,7
220.0,E003125,100.0,2022,7
220.0,E003471,100.0,2022,7
220.0,E062092,100.0,2022,7
231.0,E002332,100.0,2022,7
231.0,E002465,100.0,2022,7
231.0,E002167,100.0,2022,7
231.0,E000533,100.0,2022,7
231.0,E000670,100.0,2022,7
232.0,E000790,100.0,2022,7
232.0,E059464,100.0,2022,7
232.0,E000640,100.0,2022,7
232.0,E033393,100.0,2022,7
232.0,E055309,100.0,2022,7
232.0,E003112,100.0,2022,7
232.0,E027690,100.0,2022,7
232.0,E059482,100.0,2022,7
232.0,E002174,100.0,2022,7
232.0,E002218,100.0,2022,7
232.0,E060191,100.0,2022,7
232.0,E003094,100.0,2022,7
232.0,E002998,100.0,2022,7
232.0,E000119,100.0,2022,7
232.0,E001500,100.0,2022,7
232.0,E000579,100.0,2022,7
232.0,E001420,100.0,2022,7
232.0,E003600,100.0,2022,7
232.0,E003629,100.0,2022,7
232.0,E003285,100.0,2022,7
232.0,E003590,100.0,2022,7
234.0,E003428,70.0,2022,7
234.0,E003673,70.0,2022,7
234.0,E003625,70.0,2022,7
235.0,E001889,100.0,2022,7
235.0,E000716,100.0,2022,7
235.0,E001780,100.0,2022,7
235.0,E003032,100.0,2022,7
236.0,E003573,70.0,2022,7
237.0,E052508,100.0,2022,7
237.0,E000913,100.0,2022,7
240.0,E002225,70.0,2022,7
242.0,E062516,70.0,2022,7
243.0,E059302,70.0,2022,7
243.0,E061086,70.0,2022,7
242.0,E003429,70.0,2022,7
245.0,E000340,100.0,2022,7
245.0,E001073,100.0,2022,7
245.0,E001288,100.0,2022,7
245.0,E060993,100.0,2022,7
245.0,E001475,100.0,2022,7
245.0,E002512,100.0,2022,7
245.0,E002498,100.0,2022,7
245.0,E003111,100.0,2022,7
245.0,E001472,100.0,2022,7
246.0,E052916,100.0,2022,7
246.0,E062012,100.0,2022,7
247.0,E001858,70.0,2022,7
247.0,E000484,70.0,2022,7
253.0,E002470,100.0,2022,7
256.0,E002751,70.0,2022,7
256.0,E002497,70.0,2022,7
258.0,E001680,70.0,2022,7
258.0,E052818,70.0,2022,7
258.0,E003647,70.0,2022,7
260.0,E002921,100.0,2022,7
260.0,E001393,100.0,2022,7
260.0,E059817,100.0,2022,7
260.0,E002916,100.0,2022,7
260.0,E002767,100.0,2022,7
260.0,E002639,100.0,2022,7
260.0,E056953,100.0,2022,7
260.0,E061518,100.0,2022,7
260.0,E062299,100.0,2022,7
260.0,E000228,100.0,2022,7
260.0,E061603,100.0,2022,7
260.0,E001723,100.0,2022,7
260.0,E000028,100.0,2022,7
260.0,E057121,100.0,2022,7
260.0,E062150,100.0,2022,7
260.0,E051930,100.0,2022,7
263.0,E061072,70.0,2022,7
263.0,E059108,70.0,2022,7
263.0,E001946,70.0,2022,7
263.0,E001884,70.0,2022,7
263.0,E003004,70.0,2022,7
263.0,E059610,70.0,2022,7
263.0,E003201,70.0,2022,7
418.0,E000640,100.0,2022,9
418.0,E002123,100.0,2022,9
418.0,E000706,100.0,2022,9
418.0,E000536,100.0,2022,9
418.0,E055309,100.0,2022,9
418.0,E003629,100.0,2022,9
418.0,E003428,100.0,2022,9
418.0,E002417,100.0,2022,9
418.0,E058710,100.0,2022,9
418.0,E000372,100.0,2022,9
418.0,E003094,100.0,2022,9
418.0,E002007,100.0,2022,9
418.0,E060191,100.0,2022,9
418.0,E059464,100.0,2022,9
418.0,E003285,100.0,2022,9
418.0,E001500,100.0,2022,9
418.0,E000579,100.0,2022,9
418.0,E001420,100.0,2022,9
418.0,E033393,100.0,2022,9
418.0,E055602,100.0,2022,9
466.0,E053890,150.0,2022,10
465.0,E000258,150.0,2022,10
473.0,E010480,80.0,2022,10
479.0,E001472,120.0,2022,10
479.0,E004136,120.0,2022,10
479.0,E001073,120.0,2022,10
479.0,E003712,120.0,2022,10
479.0,E001288,120.0,2022,10
479.0,E001475,120.0,2022,10
479.0,E000340,120.0,2022,10
479.0,E002498,120.0,2022,10
479.0,E001623,120.0,2022,10
479.0,E003111,120.0,2022,10
490.0,E004209,120.0,2022,10
490.0,E052508,120.0,2022,10
500.0,E004203,150.0,2022,10
500.0,E004388,150.0,2022,10
500.0,E031486,150.0,2022,10
500.0,E003610,150.0,2022,10
500.0,E004347,150.0,2022,10
499.0,E003234,80.0,2022,10
499.0,E002497,80.0,2022,10
498.0,E002123,120.0,2022,10
498.0,E000640,120.0,2022,10
498.0,E055309,120.0,2022,10
498.0,E004275,120.0,2022,10
498.0,E027690,120.0,2022,10
498.0,E003625,120.0,2022,10
498.0,E000706,120.0,2022,10
498.0,E003428,120.0,2022,10
498.0,E003629,120.0,2022,10
498.0,E000536,120.0,2022,10
498.0,E059464,120.0,2022,10
498.0,E002417,120.0,2022,10
498.0,E060191,120.0,2022,10
498.0,E003285,120.0,2022,10
498.0,E033393,120.0,2022,10
498.0,E003094,120.0,2022,10
498.0,E058710,120.0,2022,10
498.0,E001500,120.0,2022,10
498.0,E000579,120.0,2022,10
498.0,E055602,120.0,2022,10
638.0,E061352,80.0,2022,13
638.0,E004429,80.0,2022,13
640.0,E002225,120.0,2022,13
640.0,E059504,120.0,2022,13
640.0,E061086,120.0,2022,13
640.0,E049566,120.0,2022,13
640.0,E002935,120.0,2022,13
641.0,E001680,120.0,2022,13
642.0,E003968,80.0,2022,13
643.0,E002306,120.0,2022,13
643.0,E003118,120.0,2022,13
643.0,E003870,120.0,2022,13
648.0,E001588,120.0,2022,13
648.0,E002497,120.0,2022,13
648.0,E002874,120.0,2022,13
651.0,E002751,120.0,2022,13
651.0,E002085,120.0,2022,13
651.0,E003530,120.0,2022,13
653.0,E062568,80.0,2022,13
748.0,E002607,150.0,2022,15
748.0,E002921,150.0,2022,15
748.0,E002639,150.0,2022,15
748.0,E002916,150.0,2022,15
748.0,E001393,150.0,2022,15
748.0,E062299,150.0,2022,15
748.0,E041528,150.0,2022,15
748.0,E056953,150.0,2022,15
748.0,E057121,150.0,2022,15
748.0,E001723,150.0,2022,15
748.0,E052129,150.0,2022,15
748.0,E061603,150.0,2022,15
749.0,E002905,120.0,2022,15
749.0,E043493,120.0,2022,15
749.0,E001650,120.0,2022,15
749.0,E060230,120.0,2022,15
751.0,E002352,80.0,2022,15
751.0,E000772,80.0,2022,15
805.0,E004347,120.0,2022,16
805.0,E031486,120.0,2022,16
805.0,E003890,120.0,2022,16
812.0,E002960,120.0,2022,16
812.0,E030050,120.0,2022,16
845.0,E005478,80.0,2022,16
845.0,E003068,80.0,2022,16
917.0,E004360,120.0,2022,18
917.0,E004209,120.0,2022,18
941.0,E003818,80.0,2022,18
951.0,E062280,120.0,2022,19
949.0,E003895,120.0,2022,19
949.0,E003771,120.0,2022,19
950.0,E059582,80.0,2022,19
950.0,E000258,80.0,2022,19
950.0,E002104,80.0,2022,19
961.0,E052916,150.0,2022,19
961.0,E004126,150.0,2022,19
961.0,E060993,150.0,2022,19
961.0,E059488,150.0,2022,19
958.0,E001073,120.0,2022,19
958.0,E002098,120.0,2022,19
962.0,E004444,120.0,2022,19
962.0,E058192,120.0,2022,19
314.0,E000228,100.0,2022,8
314.0,E002921,100.0,2022,8
314.0,E059817,100.0,2022,8
314.0,E062150,100.0,2022,8
314.0,E001723,100.0,2022,8
314.0,E001393,100.0,2022,8
314.0,E002916,100.0,2022,8
314.0,E000028,100.0,2022,8
314.0,E002767,100.0,2022,8
314.0,E056953,100.0,2022,8
314.0,E002639,100.0,2022,8
314.0,E062299,100.0,2022,8
314.0,E061518,100.0,2022,8
314.0,E057121,100.0,2022,8
314.0,E061603,100.0,2022,8
314.0,E051930,100.0,2022,8
341.0,E053718,100.0,2022,8
341.0,E054609,100.0,2022,8
341.0,E001581,100.0,2022,8
341.0,E049566,100.0,2022,8
348.0,E000484,70.0,2022,8
351.0,E001484,100.0,2022,8
351.0,E003734,100.0,2022,8
322.0,E003089,100.0,2022,8
322.0,E050859,100.0,2022,8
322.0,E001309,100.0,2022,8
327.0,E053311,100.0,2022,8
327.0,E002935,100.0,2022,8
327.0,E059504,100.0,2022,8
334.0,E038709,100.0,2022,8
334.0,E003792,100.0,2022,8
338.0,E061352,100.0,2022,8
338.0,E059346,100.0,2022,8
346.0,E061511,70.0,2022,8
346.0,E053702,70.0,2022,8
346.0,E001787,70.0,2022,8
346.0,E000838,70.0,2022,8
346.0,E002417,70.0,2022,8
346.0,E007335,70.0,2022,8
346.0,E003573,70.0,2022,8
346.0,E040933,70.0,2022,8
346.0,E001178,70.0,2022,8
346.0,E056617,70.0,2022,8
346.0,E003232,70.0,2022,8
345.0,E003784,70.0,2022,8
345.0,E003428,70.0,2022,8
345.0,E001702,70.0,2022,8
345.0,E003673,70.0,2022,8
345.0,E003968,70.0,2022,8
345.0,E003762,70.0,2022,8
345.0,E003892,70.0,2022,8
345.0,E003758,70.0,2022,8
345.0,E003625,70.0,2022,8
345.0,E001629,70.0,2022,8
345.0,E000536,70.0,2022,8
351.0,E062280,100.0,2022,8
351.0,E002214,100.0,2022,8
351.0,E002713,100.0,2022,8
351.0,E003729,100.0,2022,8
351.0,E000375,100.0,2022,8
353.0,E003530,100.0,2022,8
353.0,E002470,100.0,2022,8
356.0,E003895,100.0,2022,8
356.0,E003771,100.0,2022,8
356.0,E001912,100.0,2022,8
358.0,E026431,70.0,2022,8
358.0,E054510,70.0,2022,8
363.0,E002110,70.0,2022,8
515.0,E004506,120.0,2022,11
515.0,E004540,120.0,2022,11
517.0,E003771,120.0,2022,11
517.0,E002214,120.0,2022,11
517.0,E062280,120.0,2022,11
562.0,E000640,120.0,2022,11
517.0,E003895,120.0,2022,11
517.0,E004170,120.0,2022,11
521.0,E002874,120.0,2022,11
521.0,E001588,120.0,2022,11
521.0,E002497,120.0,2022,11
521.0,E002449,120.0,2022,11
521.0,E003426,120.0,2022,11
562.0,E055309,120.0,2022,11
562.0,E002123,120.0,2022,11
562.0,E003428,120.0,2022,11
562.0,E027690,120.0,2022,11
562.0,E000372,120.0,2022,11
562.0,E000706,120.0,2022,11
562.0,E004275,120.0,2022,11
562.0,E000536,120.0,2022,11
562.0,E059464,120.0,2022,11
562.0,E003629,120.0,2022,11
562.0,E003625,120.0,2022,11
562.0,E060191,120.0,2022,11
562.0,E003285,120.0,2022,11
562.0,E002417,120.0,2022,11
562.0,E003094,120.0,2022,11
562.0,E033393,120.0,2022,11
562.0,E000579,120.0,2022,11
562.0,E055602,120.0,2022,11
562.0,E004425,120.0,2022,11
623.0,E004444,120.0,2022,13
623.0,E004136,120.0,2022,13
623.0,E001073,120.0,2022,13
623.0,E001288,120.0,2022,13
623.0,E059488,120.0,2022,13
623.0,E002498,120.0,2022,13
623.0,E001472,120.0,2022,13
632.0,E002960,150.0,2022,13
666.0,E001668,150.0,2022,14
677.0,E001889,120.0,2022,14
677.0,E003773,120.0,2022,14
677.0,E003829,120.0,2022,14
694.0,E061518,120.0,2022,14
694.0,E002639,120.0,2022,14
694.0,E002916,120.0,2022,14
694.0,E001393,120.0,2022,14
694.0,E002607,120.0,2022,14
694.0,E041528,120.0,2022,14
694.0,E056953,120.0,2022,14
694.0,E062299,120.0,2022,14
694.0,E001723,120.0,2022,14
694.0,E052129,120.0,2022,14
694.0,E061603,120.0,2022,14
694.0,E057121,120.0,2022,14
709.0,E001889,130.0,2022,15
709.0,E003829,150.0,2022,15
709.0,E003773,125.0,2022,15
737.0,E053311,80.0,2022,15
853.0,E002007,150.0,2022,17
853.0,E002488,150.0,2022,17
853.0,E000119,150.0,2022,17
864.0,E059097,150.0,2022,17
864.0,E001780,150.0,2022,17
863.0,E004513,80.0,2022,17
863.0,E056617,80.0,2022,17
863.0,E057604,80.0,2022,17
862.0,E002417,80.0,2022,17
862.0,E003094,80.0,2022,17
862.0,E001629,80.0,2022,17
862.0,E004451,80.0,2022,17
869.0,E003471,120.0,2022,17
869.0,E003829,120.0,2022,17
882.0,E059073,80.0,2022,17
894.0,E002842,80.0,2022,17
894.0,E001909,80.0,2022,17
895.0,E005478,80.0,2022,17
895.0,E003068,80.0,2022,17
896.0,E002470,120.0,2022,17
920.0,E001668,80.0,2022,18
920.0,E005163,80.0,2022,18
970.0,E000772,80.0,2022,19
998.0,E059097,150.0,2022,20
998.0,E005366,150.0,2022,20
1000.0,E053890,150.0,2022,20
1003.0,E001032,150.0,2022,20
1006.0,E005905,150.0,2022,20
1006.0,E006612,150.0,2022,20
1006.0,E006301,150.0,2022,20
1006.0,E005416,150.0,2022,20
1020.0,E003870,120.0,2022,20
1020.0,E002225,120.0,2022,20
1020.0,E002935,120.0,2022,20
1020.0,E049566,120.0,2022,20
1057.0,E006867,120.0,2022,21
1057.0,E062280,120.0,2022,21
1057.0,E006191,120.0,2022,21
1057.0,E006260,120.0,2022,21
1061.0,E005366,150.0,2022,21
1061.0,E059097,150.0,2022,21
1060.0,E002104,80.0,2022,21
1060.0,E004990,80.0,2022,21
1060.0,E001010,80.0,2022,21
1064.0,E004360,120.0,2022,21
1068.0,E002123,120.0,2022,21
1068.0,E002099,120.0,2022,21
1068.0,E000790,120.0,2022,21
1068.0,E055309,120.0,2022,21
1068.0,E004275,120.0,2022,21
1068.0,E004469,120.0,2022,21
1068.0,E059464,120.0,2022,21
1068.0,E000536,120.0,2022,21
1068.0,E003094,120.0,2022,21
1068.0,E004451,120.0,2022,21
1068.0,E060191,120.0,2022,21
1068.0,E057992,120.0,2022,21
1068.0,E000579,120.0,2022,21
1072.0,E058192,120.0,2022,21
1072.0,E001288,120.0,2022,21
1072.0,E001472,120.0,2022,21
1078.0,E004444,120.0,2022,21
1078.0,E001073,120.0,2022,21
1078.0,E002498,120.0,2022,21
1078.0,E060671,120.0,2022,21
1075.0,E031486,150.0,2022,21
1077.0,E002225,120.0,2022,21
1077.0,E049566,120.0,2022,21
1077.0,E002935,120.0,2022,21
1077.0,E003870,120.0,2022,21
1079.0,E004385,80.0,2022,21
1079.0,E003818,80.0,2022,21
1074.0,E053311,120.0,2022,21
1074.0,E003118,120.0,2022,21
1074.0,E059302,120.0,2022,21
1076.0,E002306,80.0,2022,21
1087.0,E054510,120.0,2022,21
1087.0,E054609,120.0,2022,21
1087.0,E005699,120.0,2022,21
1089.0,E053718,80.0,2022,21
1091.0,E001032,150.0,2022,21
1092.0,E062568,120.0,2022,21
1092.0,E002874,120.0,2022,21
1092.0,E004953,120.0,2022,21
1092.0,E005478,120.0,2022,21
1093.0,E002470,120.0,2022,21
331.0,E059302,70.0,2022,8
331.0,E061086,70.0,2022,8
347.0,E001858,100.0,2022,8
347.0,E002512,100.0,2022,8
357.0,E002497,70.0,2022,8
357.0,E002751,70.0,2022,8
357.0,E003234,70.0,2022,8
362.0,E057275,70.0,2022,8
362.0,E002153,70.0,2022,8
362.0,E052874,70.0,2022,8
362.0,E001279,70.0,2022,8
362.0,E002104,70.0,2022,8
469.0,E003771,120.0,2022,10
469.0,E001484,120.0,2022,10
469.0,E001912,120.0,2022,10
469.0,E002153,120.0,2022,10
469.0,E002713,120.0,2022,10
469.0,E000375,120.0,2022,10
516.0,E058710,150.0,2022,11
516.0,E059482,150.0,2022,11
516.0,E040933,150.0,2022,11
516.0,E002332,150.0,2022,11
516.0,E000533,150.0,2022,11
519.0,E059582,80.0,2022,11
523.0,E003530,120.0,2022,11
523.0,E002751,120.0,2022,11
523.0,E002085,120.0,2022,11
522.0,E061511,120.0,2022,11
522.0,E000790,120.0,2022,11
522.0,E000838,120.0,2022,11
522.0,E003784,120.0,2022,11
715.0,E001588,120.0,2022,15
715.0,E002874,120.0,2022,15
715.0,E002085,120.0,2022,15
715.0,E062568,120.0,2022,15
717.0,E002104,80.0,2022,15
719.0,E059097,150.0,2022,15
721.0,E003429,80.0,2022,15
721.0,E004866,80.0,2022,15
725.0,E052916,150.0,2022,15
725.0,E060993,150.0,2022,15
725.0,E004126,150.0,2022,15
728.0,E002960,120.0,2022,15
728.0,E030050,120.0,2022,15
731.0,E059073,120.0,2022,15
811.0,E001032,150.0,2022,16
828.0,E004429,80.0,2022,16
828.0,E003792,80.0,2022,16
830.0,E060230,120.0,2022,16
830.0,E002905,120.0,2022,16
830.0,E061603,120.0,2022,16
830.0,E043493,120.0,2022,16
843.0,E062469,120.0,2022,16
843.0,E001073,120.0,2022,16
843.0,E004444,120.0,2022,16
843.0,E001288,120.0,2022,16
843.0,E002098,120.0,2022,16
843.0,E002498,120.0,2022,16
843.0,E001472,120.0,2022,16
875.0,E053311,80.0,2022,17
907.0,E005699,80.0,2022,18
912.0,E002905,120.0,2022,18
912.0,E001650,120.0,2022,18
912.0,E043493,120.0,2022,18
912.0,E061603,120.0,2022,18
912.0,E060230,120.0,2022,18
913.0,E002607,120.0,2022,18
913.0,E002639,120.0,2022,18
913.0,E002921,120.0,2022,18
913.0,E002916,120.0,2022,18
913.0,E001393,120.0,2022,18
913.0,E056953,120.0,2022,18
913.0,E041528,120.0,2022,18
913.0,E053547,120.0,2022,18
913.0,E062299,120.0,2022,18
913.0,E057121,120.0,2022,18
939.0,E002123,120.0,2022,18
939.0,E003118,120.0,2022,18
940.0,E002306,80.0,2022,18
940.0,E053311,80.0,2022,18
905.0,E062280,120.0,2022,18
905.0,E002713,120.0,2022,18
930.0,E004444,120.0,2022,18
930.0,E058192,120.0,2022,18
930.0,E062469,120.0,2022,18
930.0,E002498,120.0,2022,18
930.0,E001288,120.0,2022,18
930.0,E001472,120.0,2022,18
946.0,E056617,80.0,2022,18
946.0,E004513,80.0,2022,18
946.0,E057604,80.0,2022,18
933.0,E001073,120.0,2022,18
933.0,E002098,120.0,2022,18
968.0,E061603,120.0,2022,19
991.0,E058710,120.0,2022,19
991.0,E000838,120.0,2022,19
991.0,E003625,120.0,2022,19
991.0,E003428,120.0,2022,19
991.0,E033393,120.0,2022,19
993.0,E056617,80.0,2022,19
993.0,E004513,80.0,2022,19
993.0,E057604,80.0,2022,19
999.0,E052916,150.0,2022,20
999.0,E004126,150.0,2022,20
999.0,E060993,150.0,2022,20
999.0,E059488,150.0,2022,20
1005.0,E005243,150.0,2022,20
1005.0,E005101,150.0,2022,20
1066.0,E000838,120.0,2022,21
1084.0,E030050,120.0,2022,21
1096.0,E004581,150.0,2022,21
1096.0,E005697,150.0,2022,21
1096.0,E001650,150.0,2022,21
1096.0,E004002,150.0,2022,21
1095.0,E001588,80.0,2022,21
1097.0,E002916,120.0,2022,21
1097.0,E002639,120.0,2022,21
1097.0,E002607,120.0,2022,21
1097.0,E059817,120.0,2022,21
1097.0,E001393,120.0,2022,21
1097.0,E002921,120.0,2022,21
1097.0,E041528,120.0,2022,21
1097.0,E062299,120.0,2022,21
1097.0,E053547,120.0,2022,21
1097.0,E057121,120.0,2022,21
1098.0,E060230,120.0,2022,21
1098.0,E002905,120.0,2022,21
1103.0,E014423,80.0,2022,21
1103.0,E043493,80.0,2022,21
1104.0,E000772,80.0,2022,21
1104.0,E061603,80.0,2022,21
1104.0,E061209,80.0,2022,21
1106.0,E062280,120.0,2022,22
1106.0,E006260,120.0,2022,22
1106.0,E006191,120.0,2022,22
1109.0,E006149,80.0,2022,22
1110.0,E054510,120.0,2022,22
1110.0,E005699,120.0,2022,22
1112.0,E002104,80.0,2022,22
1112.0,E001010,80.0,2022,22
1116.0,E003429,120.0,2022,22
1116.0,E001889,120.0,2022,22
1116.0,E004360,120.0,2022,22
1119.0,E001668,80.0,2022,22
1119.0,E005163,80.0,2022,22
1126.0,E052916,150.0,2022,22
1126.0,E060993,150.0,2022,22
1126.0,E004126,150.0,2022,22
1126.0,E001472,150.0,2022,22
1133.0,E004444,120.0,2022,22
1133.0,E002498,120.0,2022,22
1135.0,E000772,80.0,2022,22
1135.0,E061209,80.0,2022,22
1135.0,E043493,80.0,2022,22
1135.0,E061603,80.0,2022,22
1138.0,E002306,120.0,2022,22
1138.0,E049566,120.0,2022,22
1138.0,E002935,120.0,2022,22
1138.0,E002225,120.0,2022,22
1157.0,E006252,120.0,2022,23
1161.0,E054609,100.0,2022,23
1161.0,E001495,100.0,2022,23
1163.0,E053718,80.0,2022,23
1163.0,E007355,80.0,2022,23
1163.0,E006056,80.0,2022,23
1158.0,E007432,120.0,2022,23
1160.0,E006426,120.0,2022,23
1159.0,E006867,100.0,2022,23
1159.0,E006149,100.0,2022,23
1159.0,E006260,100.0,2022,23
1159.0,E006191,100.0,2022,23
1170.0,E003895,120.0,2022,23
1170.0,E003771,120.0,2022,23
1170.0,E005732,120.0,2022,23
1170.0,E000258,120.0,2022,23
1170.0,E006630,120.0,2022,23
1170.0,E005006,120.0,2022,23
1171.0,E004209,120.0,2022,23
1174.0,E001668,80.0,2022,23
1174.0,E005163,80.0,2022,23
1180.0,E004444,120.0,2022,23
1180.0,E058192,120.0,2022,23
1180.0,E002498,120.0,2022,23
1185.0,E002306,120.0,2022,23
1185.0,E002935,120.0,2022,23
1185.0,E002225,120.0,2022,23
1185.0,E049566,120.0,2022,23
1185.0,E003870,120.0,2022,23
1184.0,E053311,120.0,2022,23
1184.0,E003118,120.0,2022,23
1184.0,E059302,120.0,2022,23
1189.0,E001032,150.0,2022,23
1194.0,E030050,120.0,2022,23
1198.0,E060230,120.0,2022,23
1198.0,E014423,120.0,2022,23
1198.0,E002905,120.0,2022,23
1209.0,E005905,150.0,2022,24
1209.0,E006301,150.0,2022,24
1209.0,E006612,150.0,2022,24
1210.0,E002123,120.0,2022,24
1210.0,E002099,120.0,2022,24
1210.0,E000790,120.0,2022,24
1210.0,E055309,120.0,2022,24
1210.0,E004275,120.0,2022,24
1210.0,E059464,120.0,2022,24
1210.0,E000536,120.0,2022,24
1210.0,E060191,120.0,2022,24
1210.0,E006426,120.0,2022,24
1210.0,E000579,120.0,2022,24
1213.0,E000258,120.0,2022,24
1213.0,E006630,120.0,2022,24
1213.0,E005732,120.0,2022,24
1216.0,E059582,80.0,2022,24
1215.0,E040933,80.0,2022,24
468.0,E003667,150.0,2022,10
468.0,E002960,150.0,2022,10
478.0,E004124,120.0,2022,10
478.0,E003118,120.0,2022,10
478.0,E054510,120.0,2022,10
486.0,E061352,120.0,2022,10
486.0,E003792,120.0,2022,10
533.0,E004203,150.0,2022,11
489.0,E030050,120.0,2022,10
485.0,E002098,80.0,2022,10
485.0,E000547,80.0,2022,10
485.0,E003818,80.0,2022,10
485.0,E002512,80.0,2022,10
533.0,E003610,150.0,2022,11
494.0,E004361,80.0,2022,10
494.0,E000716,80.0,2022,10
494.0,E004360,80.0,2022,10
502.0,E001909,80.0,2022,10
502.0,E003068,80.0,2022,10
533.0,E031486,150.0,2022,11
533.0,E004388,150.0,2022,11
533.0,E003890,150.0,2022,11
533.0,E004347,150.0,2022,11
560.0,E059108,80.0,2022,11
560.0,E003201,80.0,2022,11
560.0,E004002,80.0,2022,11
560.0,E003604,80.0,2022,11
551.0,E002960,120.0,2022,11
718.0,E004209,150.0,2022,15
718.0,E052508,150.0,2022,15
729.0,E003818,80.0,2022,15
736.0,E003118,120.0,2022,15
736.0,E002306,120.0,2022,15
809.0,E002713,120.0,2022,16
809.0,E005076,120.0,2022,16
809.0,E005149,120.0,2022,16
809.0,E004308,120.0,2022,16
809.0,E005193,120.0,2022,16
813.0,E052818,120.0,2022,16
818.0,E005699,80.0,2022,16
823.0,E059097,150.0,2022,16
823.0,E003471,150.0,2022,16
823.0,E001780,150.0,2022,16
819.0,E002123,120.0,2022,16
819.0,E000790,120.0,2022,16
819.0,E055309,120.0,2022,16
819.0,E027690,120.0,2022,16
819.0,E000769,120.0,2022,16
819.0,E004275,120.0,2022,16
819.0,E059464,120.0,2022,16
819.0,E004469,120.0,2022,16
819.0,E000536,120.0,2022,16
819.0,E000706,120.0,2022,16
819.0,E003094,120.0,2022,16
819.0,E060191,120.0,2022,16
819.0,E040933,120.0,2022,16
819.0,E000579,120.0,2022,16
819.0,E055602,120.0,2022,16
824.0,E002639,120.0,2022,16
824.0,E002916,120.0,2022,16
824.0,E002607,120.0,2022,16
824.0,E001393,120.0,2022,16
824.0,E002921,120.0,2022,16
824.0,E041528,120.0,2022,16
824.0,E053547,120.0,2022,16
824.0,E062299,120.0,2022,16
824.0,E056953,120.0,2022,16
824.0,E057121,120.0,2022,16
824.0,E001723,120.0,2022,16
824.0,E052129,120.0,2022,16
840.0,E052916,150.0,2022,16
840.0,E060993,150.0,2022,16
840.0,E004126,150.0,2022,16
842.0,E002874,120.0,2022,16
842.0,E001588,120.0,2022,16
842.0,E002085,120.0,2022,16
842.0,E062568,120.0,2022,16
842.0,E004953,120.0,2022,16
856.0,E002123,120.0,2022,17
856.0,E000790,120.0,2022,17
856.0,E055309,120.0,2022,17
856.0,E000769,120.0,2022,17
856.0,E004275,120.0,2022,17
856.0,E004469,120.0,2022,17
856.0,E059464,120.0,2022,17
856.0,E000536,120.0,2022,17
856.0,E000706,120.0,2022,17
856.0,E040933,120.0,2022,17
856.0,E003573,120.0,2022,17
856.0,E060191,120.0,2022,17
856.0,E000579,120.0,2022,17
856.0,E055602,120.0,2022,17
858.0,E003895,120.0,2022,17
865.0,E004209,120.0,2022,17
865.0,E001889,120.0,2022,17
865.0,E003773,120.0,2022,17
881.0,E030050,120.0,2022,17
883.0,E060993,150.0,2022,17
883.0,E059488,150.0,2022,17
883.0,E057527,150.0,2022,17
885.0,E002905,120.0,2022,17
885.0,E001650,120.0,2022,17
885.0,E061603,120.0,2022,17
885.0,E043493,120.0,2022,17
890.0,E058192,80.0,2022,17
886.0,E002607,120.0,2022,17
886.0,E002639,120.0,2022,17
886.0,E056953,120.0,2022,17
886.0,E002916,120.0,2022,17
886.0,E002921,120.0,2022,17
886.0,E001393,120.0,2022,17
886.0,E041528,120.0,2022,17
886.0,E053547,120.0,2022,17
886.0,E062299,120.0,2022,17
886.0,E057121,120.0,2022,17
921.0,E005655,120.0,2022,18
964.0,E053890,150.0,2022,19
972.0,E002921,120.0,2022,19
972.0,E002607,120.0,2022,19
972.0,E002916,120.0,2022,19
972.0,E041528,120.0,2022,19
972.0,E002639,120.0,2022,19
972.0,E001393,120.0,2022,19
972.0,E053547,120.0,2022,19
972.0,E062299,120.0,2022,19
972.0,E057121,120.0,2022,19
977.0,E001032,150.0,2022,19
976.0,E002470,120.0,2022,19
979.0,E003068,80.0,2022,19
979.0,E005478,80.0,2022,19
